,username,bio,profile_url,location,website
869,parliamentlk,official twitter account of the parliament of sri lanka | #slparliament #9thparliamentlk,https://twitter.com/ParliamentLK,"sri jayewardenepura kotte, lk",https://t.co/ws0wsG6K8O
870,seneddwales,official account of the welsh parliament 🏴󠁧󠁢󠁷󠁬󠁳󠁿 yn gymraeg 👉 @seneddcymru,https://twitter.com/SeneddWales,"wales, united kingdom",https://t.co/rZdiBOEwqV
871,ttparliament,latest updates from the parliament of trinidad and tobago,https://twitter.com/TTParliament,trinidad and tobago,http://t.co/AEJVmjUwmg
872,geoparliament,parliament of georgia/საქართველოს პარლამენტი,https://twitter.com/Geoparliament,georgia. tbilisi,https://t.co/CFtN26b4V9
873,theprogressives,"the socialists and democrats group in the european parliament works for social justice, sustainability & equality for all.",https://twitter.com/TheProgressives,europe,https://t.co/NnV78UftmC
874,ancparliament,"latest news and views from the african national congress in parliament |
follow our hq chief albert luthuli house @myanc @ancwl_hq @ancylhq and @ancpbf ",https://twitter.com/ANCParliament,"cape town, south africa",https://t.co/js9U0B5zxY
875,ua_parliament,official account of the parliament of ukraine. read us on telegram: https://t.co/fudmztvhcu…. for media inquiries please contact: infuprvru@gmail.com,https://twitter.com/ua_parliament,україна,https://t.co/YDbwyTavnU
876,rebeccakadagaug,"1st deputy prime minister of uganda and minister for east african community affairs. 


speaker emeritus of the 9th and 10th parliament of uganda.",https://twitter.com/RebeccaKadagaUG,"kampala, uganda",https://t.co/Q1EDK0ZIFp
877,aitc_parliament,updates about all india trinamool congress in parliament,https://twitter.com/AITC_Parliament,new delhi,https://t.co/vtNUhhQdm3
878,moad_canberra,the museum of australian democracy at old parliament house. celebrating the spirit of australian democracy and the power of your voice within it.,https://twitter.com/MoAD_Canberra,"canberra, australian capital territory",https://t.co/RFlNhYElyf
879,parlhousecbr,"news and information about visiting, events and tours at australian parliament house. tweets by the department of parliamentary services.",https://twitter.com/ParlHouseCBR,canberra,https://t.co/HH7sXRfTPV
880,afrikparliament,the pan-african parliament is the legislative body of the @_africanunion . watch https://t.co/qhpy2oa4b3,https://twitter.com/AfrikParliament,"midrand, johannesburg",https://t.co/7UxksFpFSo
881,ep_industry,"european parliament committee on industry, research, telecoms & energy. managed by baptiste chatain. rts ≠ endorsement",https://twitter.com/EP_Industry,brussels/strasbourg,https://t.co/Ys0rjSNwoO
882,aaroncheruiyot,"lenah's husband. mariah & davina's dad.
senator for kericho county. majority leader of the senate & god's favourite son.",https://twitter.com/Aaroncheruiyot,"nbo,ke.",https://t.co/vlaZVCYNuY
883,ep_humanrights,european parliament subcommittee on human rights. managed by viktor almqvist. rts ≠ endorsement.,https://twitter.com/EP_HumanRights,brussels/strasbourg,http://t.co/lbTCBI83Pa
884,ep_foreignaff,european parliament committee on foreign affairs. managed by viktor almqvist & snjezana kobescak smodis. rts ≠ endorsement.,https://twitter.com/EP_ForeignAff,brussels/strasbourg,http://t.co/13tmilcH8T
885,anitahamong,"speaker of the parliament of the republic of uganda.
bukedea district woman mp.",https://twitter.com/AnitahAmong,"bukedea, uganda",https://t.co/BwVIdnmb0v
886,jacoboulanyah,speaker of the 11th parliament of the republic of uganda from 2021 - 2022.,https://twitter.com/JacobOulanyah,"kampala, uganda",https://t.co/FalSFkWfnY
887,abdulkullane,member of the federal parliament of somalia| fmr. chief of staff @hsnq_nisa | fmr. deputy chief of staff @thevillasomalia. https://t.co/r3fi2kg4ml,https://twitter.com/Abdulkullane,somalia,https://t.co/3MMHO4YzWH
888,ep_agriculture,european parliament committee on agriculture and rural development. managed by raquel lopes. rts ≠ endorsement.,https://twitter.com/EP_Agriculture,bruxelles/strasbourg,https://t.co/qJeGXTQUSv
889,thomas_tayebwa,"deputy speaker, parliament of the republic of uganda.member of parliament, ruhinda north county, mitooma district,  proud husband & father, god fearing",https://twitter.com/Thomas_Tayebwa,"kampala, uganda",https://t.co/JY1ZSSFPDq
890,kayembasolo,"member of parliament bukomansimbi south constituency ( nup),shadow minister for sports,licensed football ⚽️ intermediary,talent manager,human rights activist",https://twitter.com/KayembaSolo,kampala,https://t.co/ohKJhQndxj
891,ep_genderequal,news from the european parliament committee for women's rights & gender equality. account managed by natalie kontoulis.  rts ≠ endorsement.,https://twitter.com/EP_GenderEqual,brussels/strasbourg,https://t.co/L3JMY6EByZ
892,ep_singlemarket,european parliament committee on internal market and consumer protection. managed by yasmina yakimova & maris kurme. rts ≠ endorsement.,https://twitter.com/EP_SingleMarket,brussels/strasbourg,https://t.co/6Ro230M3DZ
893,sunitaduggal7,"mp sirsa, former {irs},member national executive committee @bjp4india vice prez @bjp4haryana,chairperson cwp member steering cpa india region",https://twitter.com/SunitaDuggal7,"sirsa,haryana ",
894,ep_economics,european parliament committee on economic and monetary affairs and subcommittee on tax matters. managed by dorota kolinska & john schranz. rts ≠ endorsement.,https://twitter.com/EP_Economics,brussels/strasbourg,http://t.co/w2q1WpctQN
895,ep_legal,european parliament committee on legal affairs. managed by martina vass. rts ≠ endorsement,https://twitter.com/EP_Legal,brussels/strasbourg,https://t.co/jEMOsSDcy5
896,henquartey,official twitter page of the member of parliament for ayawaso central and the greater accra regional minister. https://t.co/zrivt4zq4y,https://twitter.com/Henquartey,"accra, ghana",https://t.co/ncESNo74lE
897,daudikabanda,"member of parliament for kasambya county, deputy spokesperson (buganda) mk movement.",https://twitter.com/DaudiKabanda,"kampala, uganda",https://t.co/ZUyQwB784u
898,honamoskimunya,former  leader of majority party in the @nassemblyke 12th parliament and former mp for kipipiri constituency 2017-2022.,https://twitter.com/HonAmosKimunya,"nairobi, kenya",https://t.co/Mw0WuEs5KO
899,pyboamah,"member of parliament for okaikwei central, board chair #gwcl - vice chairman for finance committee - member on appointment & foreign affairs.🇬🇭",https://twitter.com/pyboamah,"accra, ghana",https://t.co/tPWnorxQrG
900,mursalkhaliif,member of 🇸🇴’s federal parliament serving on defense committee. former: minister of planning; minister of health - jubaland state. climate crisis conscious!,https://twitter.com/Mursalkhaliif,"mogadishu, somalia",https://t.co/6qPw0uq3qO
901,shamimmalende,"woman member of parliament for kampala district,shadow minister for justice,advocate,notary public",https://twitter.com/ShamimMalende,"kampala, uganda- east africa",https://t.co/OqRCU31s5C
902,fannohdompreh,"mp for nsawam adoagyiri | majority chief whip of the 8th parliament of ghana | environmentalist |pap memb.| clean energy | youth advocate, led nugs. the  spear.",https://twitter.com/FAnnohDompreh,,https://t.co/6MWtILWiuU
903,parliamentofmw,"the malawi parliament is an institution established under chapter vi of the republican constitution to perform legislative,oversight & representative functions.",https://twitter.com/ParliamentofMw,malawi,https://t.co/0KczEaZHwf
904,rwandaparliamnt,official twitter handle of the parliament of rwanda (senate & chamber of deputies). email:info@parliament.gov.rw,https://twitter.com/RwandaParliamnt,"kimihurura, kigali, rwanda",https://t.co/MZeuuIpSlW
905,boars_head,"official boar’s head brand twitter. if you have questions about boar's head products, please call customer service at 800-352-6277, m-f, 8-5 est.",https://twitter.com/Boars_Head,usa,
906,headshoulders,"head & shoulders, the world's #1 shampoo, gives you amazing, flake-free hair, so you have the confidence to #liveheadfirst.",https://twitter.com/Headshoulders,,http://t.co/UI8jd4ybOI
907,hocr,"boston's head of the charles regatta is the world's largest regatta attracting tens of thousands of spectators and nearly 11,000 competitors!",https://twitter.com/HOCR,"boston, ma",https://t.co/IvBIMNB34v
908,aaohns,"the american academy of otolaryngology— head and neck surgery represents ear, nose, throat, head and neck physicians & surgeons. #iamoto #otojournal #otomtg23",https://twitter.com/AAOHNS,"alexandria, va",https://t.co/567NiMyJvd
909,head_tennis,keep up to date with the latest news on head players and products.,https://twitter.com/head_tennis,,https://t.co/oXLaEUNXaP
910,headstartgov,"official account of the office of head start, administration for children & families. getting children under 5 ready to succeed. privacy: https://t.co/9j1v6i7zhu",https://twitter.com/HeadStartgov,"washington, dc",https://t.co/Lvz5GUaNaJ
911,hb2official,⚽️ get ready for the immense real-time football experience with head ball 2!,https://twitter.com/HB2Official,,https://t.co/1MYyb56ou9
912,delaneyman,"journalist, broadcaster, author of 'sort your head out - mental health without all the bollocks' published by constable, feb 9th",https://twitter.com/DelaneyMan,"london, england",https://t.co/StlYphbL90
913,thebrazenhead_,the brazen head is dublin’s oldest pub estd. 1198. open 7 days a week from 12pm to late. food is served until 9pm each evening. live music every weekend☘️,https://twitter.com/TheBrazenHead_,20 lower bridge st. ,https://t.co/LPgyCawMdY
914,macguyvermedia,"ceo of @macguyvertech01 and @macnerdent ethical behavior on the #blockchain making the world better, one person at a time https://t.co/0onm4rkr9v",https://twitter.com/macguyvermedia,"philadelphia, pa",https://t.co/y1zJj40jvB
915,ahmangreen30,ahman green's gamers lounge podcast • @teamxcluded content creator,https://twitter.com/AhmanGreen30,🔜esports awards🎮 - las vegas,https://t.co/MrTrqBsvJB
916,embleydeputy,"deputy head @embleyhampshire | host of the shooting azimuths podcast | author of ""using technology in the classroom"" (bloomsbury)",https://twitter.com/EmbleyDeputy,hampshire,https://t.co/JyGpNS54EE
917,pbrownlive,atl's hiphop oprah- ms pbrown- - ig @pbrownlive - ceo of #streettalkpromo & @atlrecordpool --- for promotions text 404-427-7107,https://twitter.com/PBROWNLIVE,atl,https://t.co/JbX2JnCKTR
918,headbtchmusic,"head of sync @venicemusic 👸🏻 @headbtchrecords pka laces, @jpolndmusic, @rvrsidemusic, @jessyjonesmusic, @skinnybeatsla, charlotte sometimes",https://twitter.com/headbtchmusic,"los angeles, ca",https://t.co/YiaeLfVDc7
919,censoredhead,"primary head teacher. plonker. love talking about teaching and learning, reading, education networking and staff wellbeing. 🙋‍♂️",https://twitter.com/CensoredHead,,https://t.co/ACj3Pv0crY
920,theprimaryhead,"a primary head teacher. all views are my own, i think.",https://twitter.com/theprimaryhead,"bristol, england",https://t.co/exxoda0tyQ
921,maywardhaofc,mw head admins official account• unity•passionate hearts committed to a shared vision & mission•strength lies in differences not in similarities•est 05/30/17,https://twitter.com/MAYWARDHAOFC,republic of the philippines,https://t.co/YYGL4ySaGa
922,headgardenerlc,"award winning head gardener, author & writer | #growyourown expert for @the_rhs, @gwmag, @theagteam, @bbcgwlive & @bbcessex | #talkingheads podcaster |",https://twitter.com/HeadGardenerLC,"colchester, uk ",https://t.co/0fBabKd2OF
923,marcelwoods,founder @ 2-dutch boutique music group // international dance classics dj,https://twitter.com/marcelwoods,netherlands,https://t.co/TbhJs3hX44
924,amandahead,co-host with @jsolomonreports on @realamvoice. @cpinst fellow. founder of the hollywood conservative. miniature wrecking ball. war 🦅,https://twitter.com/AmandaHead,"los angeles, ca",https://t.co/pX6xd1Srdf
925,abelsquidhead,"principal program manager, technical assistant to the cto of azure. all opinions my own.",https://twitter.com/AbelSquidHead,"seattle, wa",https://t.co/CeuVgpkq2M
926,head_padel,"the latest look into head padel: news, players and product.
🔴 speed, delta, gravity, zephyr & flash.
🎾 #headpadel",https://twitter.com/HEAD_PADEL,,https://t.co/qZog7d7vG6
927,happyhead74,mum. human. head of a fab school. senior research fellow cal. fcct. cmgr. tedx speaker. british army reservist. 😊 all views mine.,https://twitter.com/HappyHead74,"ellesmere port, england",
928,seniorbowl,"official twitter account for the reese’s senior bowl, the most prestigious & longest continuously-running college all-star game. #thedraftstartsinmobile™️",https://twitter.com/seniorbowl,"mobile, al",https://t.co/nsZMc7D81t
929,jimnagy_sb,husband / dad / executive director reese's senior bowl / 18-year nfl scout/ 6x super bowl participant (4x sb champ) / michigan alum,https://twitter.com/JimNagy_SB,"📍mobile, al",https://t.co/CWW48yulYD
930,directorelmo,"hello there! elmo here, and i am the senior advisor to @senatorbigbird #teambigbird (parody account) #turntexasyellow",https://twitter.com/DirectorElmo,"austin, tx",
931,srhousingnews,"senior housing news covers news & trends on retirement, aging, independent living, alzheimer's, skilled nursing, assisted living, dementia care & senior care.",https://twitter.com/srhousingnews,"chicago, il",https://t.co/XpoamPx3oV
932,srcarecorner,we help family caregivers of senior adults improve the quality of life of their senior loved ones. visit our website & connect with me on facebook!,https://twitter.com/SrCareCorner,us,http://t.co/qujswlu5be
933,seniorlist,"older adults and caregivers turn to our experts for objective guidance — from care alternatives to the best senior products. helping seniors live better, safer.",https://twitter.com/SeniorList,"portland, oregon, usa",https://t.co/lwYPdtZWZE
934,essexsenior,official twitter page of the essex senior football league. we are a supply league at step 5 of the national league system. follow us on instagram @essexsenior,https://twitter.com/EssexSenior,"essex, east london & herts",https://t.co/23Z1WBdZu4
